13B,
3865.60997,-7e-05
3864.90198,-7e-05
3864.19399,-8e-05
3863.48601,-9e-05
3862.77802,-0.0001
3862.07003,-0.00011
3861.36205,-0.00011
3860.65406,-0.00012
3859.94607,-0.00013
3859.23808,-0.00013
3858.5301,-0.00014
3857.82211,-0.00014
3857.11412,-0.00014
3856.40614,-0.00014
3855.69815,-0.00013
3854.99016,-0.00013
3854.28217,-0.00012
3853.57419,-0.00012
3852.8662,-0.00011
3852.15821,-0.0001
3851.45023,-9e-05
3850.74224,-8e-05
3850.03425,-7e-05
3849.32626,-6e-05
3848.61828,-6e-05
3847.91029,-5e-05
3847.2023,-5e-05
3846.49432,-5e-05
3845.78633,-5e-05
3845.07834,-5e-05
3844.37035,-6e-05
3843.66237,-6e-05
3842.95438,-7e-05
3842.24639,-8e-05
3841.53841,-9e-05
3840.83042,-0.0001
3840.12243,-0.0001
3839.41444,-0.00011
3838.70646,-0.00012
3837.99847,-0.00013
3837.29048,-0.00014
3836.58249,-0.00015
3835.87451,-0.00016
3835.16652,-0.00017
3834.45853,-0.00017
3833.75055,-0.00018
3833.04256,-0.00019
3832.33457,-0.00019
3831.62658,-0.0002
3830.9186,-0.0002
3830.21061,-0.00021
3829.50262,-0.00021
3828.79464,-0.00022
3828.08665,-0.00022
3827.37866,-0.00022
3826.67067,-0.00023
3825.96269,-0.00023
3825.2547,-0.00023
3824.54671,-0.00023
3823.83873,-0.00023
3823.13074,-0.00022
3822.42275,-0.00022
3821.71476,-0.00022
3821.00678,-0.00021
3820.29879,-0.00021
3819.5908,-0.0002
3818.88282,-0.0002
3818.17483,-0.00019
3817.46684,-0.00019
3816.75885,-0.00019
3816.05087,-0.00018
3815.34288,-0.00018
3814.63489,-0.00018
3813.92691,-0.00018
3813.21892,-0.00018
3812.51093,-0.00018
3811.80294,-0.00019
3811.09496,-0.00019
3810.38697,-0.00019
3809.67898,-0.0002
3808.971,-0.0002
3808.26301,-0.00021
3807.55502,-0.00021
3806.84703,-0.00022
3806.13905,-0.00022
3805.43106,-0.00023
3804.72307,-0.00023
3804.01508,-0.00024
3803.3071,-0.00024
3802.59911,-0.00024
3801.89112,-0.00025
3801.18314,-0.00025
3800.47515,-0.00025
3799.76716,-0.00025
3799.05917,-0.00025
3798.35119,-0.00025
3797.6432,-0.00026
3796.93521,-0.00026
3796.22723,-0.00026
3795.51924,-0.00026
3794.81125,-0.00027
3794.10326,-0.00027
3793.39528,-0.00028
3792.68729,-0.00028
3791.9793,-0.00029
3791.27132,-0.00029
3790.56333,-0.0003
3789.85534,-0.00031
3789.14735,-0.00032
3788.43937,-0.00032
3787.73138,-0.00033
3787.02339,-0.00034
3786.31541,-0.00034
3785.60742,-0.00035
3784.89943,-0.00036
3784.19144,-0.00036
3783.48346,-0.00037
3782.77547,-0.00037
3782.06748,-0.00038
3781.3595,-0.00038
3780.65151,-0.00038
3779.94352,-0.00039
3779.23553,-0.00039
3778.52755,-0.00039
3777.81956,-0.00039
3777.11157,-0.00039
3776.40359,-0.00039
3775.6956,-0.0004
3774.98761,-0.0004
3774.27962,-0.0004
3773.57164,-0.0004
3772.86365,-0.0004
3772.15566,-0.0004
3771.44767,-0.0004
3770.73969,-0.0004
3770.0317,-0.0004
3769.32371,-0.00039
3768.61573,-0.00039
3767.90774,-0.00039
3767.19975,-0.00039
3766.49176,-0.00038
3765.78378,-0.00038
3765.07579,-0.00038
3764.3678,-0.00038
3763.65982,-0.00038
3762.95183,-0.00037
3762.24384,-0.00037
3761.53585,-0.00038
3760.82787,-0.00038
3760.11988,-0.00038
3759.41189,-0.00038
3758.70391,-0.00039
3757.99592,-0.00039
3757.28793,-0.00039
3756.57994,-0.0004
3755.87196,-0.0004
3755.16397,-0.00041
3754.45598,-0.00041
3753.748,-0.00041
3753.04001,-0.00041
3752.33202,-0.00041
3751.62403,-0.00041
3750.91605,-0.00041
3750.20806,-0.00041
3749.50007,-0.0004
3748.79209,-0.0004
3748.0841,-0.00039
3747.37611,-0.00038
3746.66812,-0.00037
3745.96014,-0.00036
3745.25215,-0.00035
3744.54416,-0.00034
3743.83618,-0.00033
3743.12819,-0.00032
3742.4202,-0.00031
3741.71221,-0.0003
3741.00423,-0.00029
3740.29624,-0.00028
3739.58825,-0.00028
3738.88026,-0.00027
3738.17228,-0.00026
3737.46429,-0.00026
3736.7563,-0.00025
3736.04832,-0.00025
3735.34033,-0.00024
3734.63234,-0.00024
3733.92435,-0.00024
3733.21637,-0.00024
3732.50838,-0.00023
3731.80039,-0.00024
3731.09241,-0.00024
3730.38442,-0.00024
3729.67643,-0.00025
3728.96844,-0.00026
3728.26046,-0.00027
3727.55247,-0.00029
3726.84448,-0.00031
3726.1365,-0.00033
3725.42851,-0.00035
3724.72052,-0.00038
3724.01253,-0.00041
3723.30455,-0.00044
3722.59656,-0.00047
3721.88857,-0.0005
3721.18059,-0.00054
3720.4726,-0.00057
3719.76461,-0.00061
3719.05662,-0.00064
3718.34864,-0.00068
3717.64065,-0.00072
3716.93266,-0.00075
3716.22468,-0.00079
3715.51669,-0.00082
3714.8087,-0.00086
3714.10071,-0.00089
3713.39273,-0.00092
3712.68474,-0.00095
3711.97675,-0.00098
3711.26877,-0.00101
3710.56078,-0.00104
3709.85279,-0.00107
3709.1448,-0.00109
3708.43682,-0.00112
3707.72883,-0.00114
3707.02084,-0.00117
3706.31285,-0.00119
3705.60487,-0.00122
3704.89688,-0.00125
3704.18889,-0.00127
3703.48091,-0.0013
3702.77292,-0.00133
3702.06493,-0.00136
3701.35694,-0.0014
3700.64896,-0.00143
3699.94097,-0.00147
3699.23298,-0.0015
3698.525,-0.00154
3697.81701,-0.00157
3697.10902,-0.00161
3696.40103,-0.00165
3695.69305,-0.00169
3694.98506,-0.00173
3694.27707,-0.00177
3693.56909,-0.00181
3692.8611,-0.00185
3692.15311,-0.00189
3691.44512,-0.00193
3690.73714,-0.00197
3690.02915,-0.00201
3689.32116,-0.00205
3688.61318,-0.00209
3687.90519,-0.00213
3687.1972,-0.00217
3686.48921,-0.00221
3685.78123,-0.00225
3685.07324,-0.00229
3684.36525,-0.00233
3683.65727,-0.00237
3682.94928,-0.00242
3682.24129,-0.00246
3681.5333,-0.00251
3680.82532,-0.00256
3680.11733,-0.00261
3679.40934,-0.00267
3678.70136,-0.00272
3677.99337,-0.00278
3677.28538,-0.00284
3676.57739,-0.0029
3675.86941,-0.00297
3675.16142,-0.00303
3674.45343,-0.0031
3673.74544,-0.00317
3673.03746,-0.00325
3672.32947,-0.00332
3671.62148,-0.0034
3670.9135,-0.00348
3670.20551,-0.00356
3669.49752,-0.00364
3668.78953,-0.00373
3668.08155,-0.00381
3667.37356,-0.0039
3666.66557,-0.00399
3665.95759,-0.00407
3665.2496,-0.00416
3664.54161,-0.00426
3663.83362,-0.00435
3663.12564,-0.00444
3662.41765,-0.00454
3661.70966,-0.00463
3661.00168,-0.00473
3660.29369,-0.00483
3659.5857,-0.00493
3658.87771,-0.00503
3658.16973,-0.00513
3657.46174,-0.00523
3656.75375,-0.00533
3656.04577,-0.00544
3655.33778,-0.00555
3654.62979,-0.00566
3653.9218,-0.00577
3653.21382,-0.00588
3652.50583,-0.00599
3651.79784,-0.0061
3651.08986,-0.00622
3650.38187,-0.00633
3649.67388,-0.00645
3648.96589,-0.00656
3648.25791,-0.00668
3647.54992,-0.00679
3646.84193,-0.00691
3646.13395,-0.00702
3645.42596,-0.00713
3644.71797,-0.00724
3644.00998,-0.00735
3643.302,-0.00746
3642.59401,-0.00756
3641.88602,-0.00767
3641.17803,-0.00777
3640.47005,-0.00787
3639.76206,-0.00796
3639.05407,-0.00806
3638.34609,-0.00815
3637.6381,-0.00824
3636.93011,-0.00833
3636.22212,-0.00841
3635.51414,-0.0085
3634.80615,-0.00858
3634.09816,-0.00866
3633.39018,-0.00874
3632.68219,-0.00881
3631.9742,-0.00889
3631.26621,-0.00896
3630.55823,-0.00903
3629.85024,-0.0091
3629.14225,-0.00917
3628.43427,-0.00923
3627.72628,-0.0093
3627.01829,-0.00936
3626.3103,-0.00941
3625.60232,-0.00947
3624.89433,-0.00952
3624.18634,-0.00958
3623.47836,-0.00963
3622.77037,-0.00968
3622.06238,-0.00972
3621.35439,-0.00977
3620.64641,-0.00981
3619.93842,-0.00986
3619.23043,-0.0099
3618.52245,-0.00994
3617.81446,-0.00998
3617.10647,-0.01002
3616.39848,-0.01005
3615.6905,-0.01009
3614.98251,-0.01013
3614.27452,-0.01017
3613.56654,-0.01021
3612.85855,-0.01024
3612.15056,-0.01028
3611.44257,-0.01032
3610.73459,-0.01036
3610.0266,-0.0104
3609.31861,-0.01043
3608.61063,-0.01047
3607.90264,-0.01051
3607.19465,-0.01055
3606.48666,-0.01058
3605.77868,-0.01062
3605.07069,-0.01066
3604.3627,-0.01069
3603.65471,-0.01072
3602.94673,-0.01075
3602.23874,-0.01078
3601.53075,-0.01081
3600.82277,-0.01084
3600.11478,-0.01087
3599.40679,-0.01089
3598.6988,-0.01091
3597.99082,-0.01093
3597.28283,-0.01095
3596.57484,-0.01097
3595.86686,-0.01099
3595.15887,-0.01101
3594.45088,-0.01102
3593.74289,-0.01104
3593.03491,-0.01106
3592.32692,-0.01108
3591.61893,-0.0111
3590.91095,-0.01112
3590.20296,-0.01114
3589.49497,-0.01117
3588.78698,-0.01119
3588.079,-0.01122
3587.37101,-0.01125
3586.66302,-0.01128
3585.95504,-0.01131
3585.24705,-0.01134
3584.53906,-0.01137
3583.83107,-0.0114
3583.12309,-0.01143
3582.4151,-0.01146
3581.70711,-0.0115
3580.99913,-0.01153
3580.29114,-0.01156
3579.58315,-0.01158
3578.87516,-0.01161
3578.16718,-0.01163
3577.45919,-0.01166
3576.7512,-0.01168
3576.04322,-0.0117
3575.33523,-0.01171
3574.62724,-0.01173
3573.91925,-0.01174
3573.21127,-0.01175
3572.50328,-0.01177
3571.79529,-0.01178
3571.0873,-0.01178
3570.37932,-0.01179
3569.67133,-0.0118
3568.96334,-0.01181
3568.25536,-0.01182
3567.54737,-0.01183
3566.83938,-0.01184
3566.13139,-0.01185
3565.42341,-0.01186
3564.71542,-0.01187
3564.00743,-0.01188
3563.29945,-0.01189
3562.59146,-0.01191
3561.88347,-0.01192
3561.17548,-0.01194
3560.4675,-0.01195
3559.75951,-0.01197
3559.05152,-0.01199
3558.34354,-0.012
3557.63555,-0.01202
3556.92756,-0.01204
3556.21957,-0.01206
3555.51159,-0.01208
3554.8036,-0.0121
3554.09561,-0.01212
3553.38763,-0.01213
3552.67964,-0.01215
3551.97165,-0.01217
3551.26366,-0.01218
3550.55568,-0.0122
3549.84769,-0.01221
3549.1397,-0.01223
3548.43172,-0.01224
3547.72373,-0.01225
3547.01574,-0.01227
3546.30775,-0.01228
3545.59977,-0.01229
3544.89178,-0.0123
3544.18379,-0.01231
3543.47581,-0.01232
3542.76782,-0.01233
3542.05983,-0.01234
3541.35184,-0.01236
3540.64386,-0.01237
3539.93587,-0.01238
3539.22788,-0.01239
3538.51989,-0.01241
3537.81191,-0.01242
3537.10392,-0.01244
3536.39593,-0.01245
3535.68795,-0.01247
3534.97996,-0.01248
3534.27197,-0.0125
3533.56398,-0.01252
3532.856,-0.01253
3532.14801,-0.01255
3531.44002,-0.01257
3530.73204,-0.01259
3530.02405,-0.01261
3529.31606,-0.01263
3528.60807,-0.01265
3527.90009,-0.01267
3527.1921,-0.01269
3526.48411,-0.01271
3525.77613,-0.01273
3525.06814,-0.01275
3524.36015,-0.01277
3523.65216,-0.01279
3522.94418,-0.01281
3522.23619,-0.01283
3521.5282,-0.01285
3520.82022,-0.01286
3520.11223,-0.01288
3519.40424,-0.0129
3518.69625,-0.01292
3517.98827,-0.01294
3517.28028,-0.01296
3516.57229,-0.01298
3515.86431,-0.013
3515.15632,-0.01302
3514.44833,-0.01304
3513.74034,-0.01307
3513.03236,-0.01309
3512.32437,-0.01312
3511.61638,-0.01315
3510.9084,-0.01318
3510.20041,-0.01321
3509.49242,-0.01324
3508.78443,-0.01327
3508.07645,-0.01331
3507.36846,-0.01334
3506.66047,-0.01338
3505.95248,-0.01341
3505.2445,-0.01345
3504.53651,-0.01349
3503.82852,-0.01352
3503.12054,-0.01356
3502.41255,-0.0136
3501.70456,-0.01363
3500.99657,-0.01367
3500.28859,-0.0137
3499.5806,-0.01374
3498.87261,-0.01377
3498.16463,-0.01381
3497.45664,-0.01384
3496.74865,-0.01388
3496.04066,-0.01391
3495.33268,-0.01395
3494.62469,-0.01398
3493.9167,-0.01402
3493.20872,-0.01405
3492.50073,-0.01409
3491.79274,-0.01413
3491.08475,-0.01417
3490.37677,-0.0142
3489.66878,-0.01424
3488.96079,-0.01428
3488.25281,-0.01432
3487.54482,-0.01435
3486.83683,-0.01439
3486.12884,-0.01443
3485.42086,-0.01446
3484.71287,-0.01449
3484.00488,-0.01453
3483.2969,-0.01456
3482.58891,-0.01459
3481.88092,-0.01462
3481.17293,-0.01464
3480.46495,-0.01467
3479.75696,-0.01469
3479.04897,-0.01472
3478.34099,-0.01474
3477.633,-0.01476
3476.92501,-0.01479
3476.21702,-0.01481
3475.50904,-0.01483
3474.80105,-0.01485
3474.09306,-0.01487
3473.38507,-0.0149
3472.67709,-0.01492
3471.9691,-0.01494
3471.26111,-0.01496
3470.55313,-0.01499
3469.84514,-0.01501
3469.13715,-0.01504
3468.42916,-0.01507
3467.72118,-0.0151
3467.01319,-0.01513
3466.3052,-0.01516
3465.59722,-0.01519
3464.88923,-0.01523
3464.18124,-0.01526
3463.47325,-0.0153
3462.76527,-0.01534
3462.05728,-0.01539
3461.34929,-0.01543
3460.64131,-0.01548
3459.93332,-0.01552
3459.22533,-0.01557
3458.51734,-0.01562
3457.80936,-0.01567
3457.10137,-0.01572
3456.39338,-0.01577
3455.6854,-0.01582
3454.97741,-0.01588
3454.26942,-0.01593
3453.56143,-0.01598
3452.85345,-0.01603
3452.14546,-0.01608
3451.43747,-0.01613
3450.72949,-0.01619
3450.0215,-0.01624
3449.31351,-0.01629
3448.60552,-0.01634
3447.89754,-0.01639
3447.18955,-0.01644
3446.48156,-0.01648
3445.77358,-0.01653
3445.06559,-0.01657
3444.3576,-0.01662
3443.64961,-0.01666
3442.94163,-0.0167
3442.23364,-0.01674
3441.52565,-0.01678
3440.81766,-0.01681
3440.10968,-0.01685
3439.40169,-0.01688
3438.6937,-0.01691
3437.98572,-0.01695
3437.27773,-0.01698
3436.56974,-0.01701
3435.86175,-0.01704
3435.15377,-0.01707
3434.44578,-0.01711
3433.73779,-0.01714
3433.02981,-0.01717
3432.32182,-0.0172
3431.61383,-0.01724
3430.90584,-0.01727
3430.19786,-0.01731
3429.48987,-0.01735
3428.78188,-0.01739
3428.0739,-0.01743
3427.36591,-0.01747
3426.65792,-0.01751
3425.94993,-0.01756
3425.24195,-0.01761
3424.53396,-0.01766
3423.82597,-0.01771
3423.11799,-0.01776
3422.41,-0.01781
3421.70201,-0.01787
3420.99402,-0.01793
3420.28604,-0.01799
3419.57805,-0.01805
3418.87006,-0.01811
3418.16208,-0.01817
3417.45409,-0.01823
3416.7461,-0.01829
3416.03811,-0.01836
3415.33013,-0.01842
3414.62214,-0.01848
3413.91415,-0.01854
3413.20617,-0.0186
3412.49818,-0.01866
3411.79019,-0.01872
3411.0822,-0.01877
3410.37422,-0.01883
3409.66623,-0.01888
3408.95824,-0.01893
3408.25025,-0.01899
3407.54227,-0.01904
3406.83428,-0.01908
3406.12629,-0.01913
3405.41831,-0.01918
3404.71032,-0.01922
3404.00233,-0.01927
3403.29434,-0.01931
3402.58636,-0.01936
3401.87837,-0.0194
3401.17038,-0.01944
3400.4624,-0.01948
3399.75441,-0.01953
3399.04642,-0.01957
3398.33843,-0.01961
3397.63045,-0.01965
3396.92246,-0.01969
3396.21447,-0.01972
3395.50649,-0.01976
3394.7985,-0.01979
3394.09051,-0.01983
3393.38252,-0.01986
3392.67454,-0.01989
3391.96655,-0.01992
3391.25856,-0.01994
3390.55058,-0.01997
3389.84259,-0.01999
3389.1346,-0.02001
3388.42661,-0.02003
3387.71863,-0.02005
3387.01064,-0.02007
3386.30265,-0.02009
3385.59467,-0.02011
3384.88668,-0.02012
3384.17869,-0.02014
3383.4707,-0.02016
3382.76272,-0.02018
3382.05473,-0.0202
3381.34674,-0.02022
3380.63876,-0.02024
3379.93077,-0.02026
3379.22278,-0.02029
3378.51479,-0.02031
3377.80681,-0.02034
3377.09882,-0.02037
3376.39083,-0.0204
3375.68284,-0.02043
3374.97486,-0.02047
3374.26687,-0.0205
3373.55888,-0.02053
3372.8509,-0.02057
3372.14291,-0.0206
3371.43492,-0.02063
3370.72693,-0.02066
3370.01895,-0.0207
3369.31096,-0.02073
3368.60297,-0.02076
3367.89499,-0.02078
3367.187,-0.02081
3366.47901,-0.02084
3365.77102,-0.02086
3365.06304,-0.02088
3364.35505,-0.0209
3363.64706,-0.02092
3362.93908,-0.02094
3362.23109,-0.02095
3361.5231,-0.02097
3360.81511,-0.02098
3360.10713,-0.02099
3359.39914,-0.021
3358.69115,-0.02101
3357.98317,-0.02102
3357.27518,-0.02102
3356.56719,-0.02103
3355.8592,-0.02103
3355.15122,-0.02104
3354.44323,-0.02104
3353.73524,-0.02104
3353.02726,-0.02105
3352.31927,-0.02105
3351.61128,-0.02105
3350.90329,-0.02105
3350.19531,-0.02105
3349.48732,-0.02105
3348.77933,-0.02106
3348.07135,-0.02106
3347.36336,-0.02106
3346.65537,-0.02106
3345.94738,-0.02107
3345.2394,-0.02107
3344.53141,-0.02108
3343.82342,-0.02108
3343.11543,-0.02108
3342.40745,-0.02109
3341.69946,-0.02109
3340.99147,-0.02109
3340.28349,-0.02109
3339.5755,-0.02109
3338.86751,-0.02109
3338.15952,-0.02108
3337.45154,-0.02108
3336.74355,-0.02107
3336.03556,-0.02107
3335.32758,-0.02106
3334.61959,-0.02105
3333.9116,-0.02104
3333.20361,-0.02103
3332.49563,-0.02102
3331.78764,-0.02101
3331.07965,-0.021
3330.37167,-0.02098
3329.66368,-0.02097
3328.95569,-0.02096
3328.2477,-0.02095
3327.53972,-0.02094
3326.83173,-0.02093
3326.12374,-0.02092
3325.41576,-0.0209
3324.70777,-0.02089
3323.99978,-0.02088
3323.29179,-0.02087
3322.58381,-0.02086
3321.87582,-0.02085
3321.16783,-0.02084
3320.45985,-0.02084
3319.75186,-0.02083
3319.04387,-0.02082
3318.33588,-0.02081
3317.6279,-0.0208
3316.91991,-0.02079
3316.21192,-0.02078
3315.50394,-0.02077
3314.79595,-0.02075
3314.08796,-0.02074
3313.37997,-0.02072
3312.67199,-0.02071
3311.964,-0.02069
3311.25601,-0.02067
3310.54802,-0.02064
3309.84004,-0.02062
3309.13205,-0.02059
3308.42406,-0.02057
3307.71608,-0.02054
3307.00809,-0.02051
3306.3001,-0.02048
3305.59211,-0.02044
3304.88413,-0.02041
3304.17614,-0.02038
3303.46815,-0.02035
3302.76017,-0.02032
3302.05218,-0.02029
3301.34419,-0.02026
3300.6362,-0.02023
3299.92822,-0.0202
3299.22023,-0.02018
3298.51224,-0.02015
3297.80426,-0.02013
3297.09627,-0.02011
3296.38828,-0.0201
3295.68029,-0.02008
3294.97231,-0.02006
3294.26432,-0.02005
3293.55633,-0.02004
3292.84835,-0.02003
3292.14036,-0.02001
3291.43237,-0.02
3290.72438,-0.02
3290.0164,-0.01999
3289.30841,-0.01998
3288.60042,-0.01997
3287.89244,-0.01996
3287.18445,-0.01996
3286.47646,-0.01995
3285.76847,-0.01995
3285.06049,-0.01994
3284.3525,-0.01994
3283.64451,-0.01993
3282.93653,-0.01993
3282.22854,-0.01993
3281.52055,-0.01992
3280.81256,-0.01992
3280.10458,-0.01992
3279.39659,-0.01992
3278.6886,-0.01992
3277.98061,-0.01992
3277.27263,-0.01992
3276.56464,-0.01992
3275.85665,-0.01991
3275.14867,-0.01991
3274.44068,-0.01991
3273.73269,-0.01991
3273.0247,-0.01991
3272.31672,-0.01991
3271.60873,-0.01991
3270.90074,-0.01991
3270.19276,-0.01992
3269.48477,-0.01992
3268.77678,-0.01992
3268.06879,-0.01992
3267.36081,-0.01992
3266.65282,-0.01993
3265.94483,-0.01993
3265.23685,-0.01994
3264.52886,-0.01994
3263.82087,-0.01994
3263.11288,-0.01995
3262.4049,-0.01995
3261.69691,-0.01995
3260.98892,-0.01995
3260.28094,-0.01995
3259.57295,-0.01995
3258.86496,-0.01995
3258.15697,-0.01994
3257.44899,-0.01994
3256.741,-0.01993
3256.03301,-0.01993
3255.32503,-0.01992
3254.61704,-0.01991
3253.90905,-0.01991
3253.20106,-0.0199
3252.49308,-0.0199
3251.78509,-0.01989
3251.0771,-0.01989
3250.36912,-0.01989
3249.66113,-0.01989
3248.95314,-0.01989
3248.24515,-0.0199
3247.53717,-0.01991
3246.82918,-0.01991
3246.12119,-0.01992
3245.4132,-0.01993
3244.70522,-0.01994
3243.99723,-0.01995
3243.28924,-0.01996
3242.58126,-0.01998
3241.87327,-0.01998
3241.16528,-0.01999
3240.45729,-0.02
3239.74931,-0.02
3239.04132,-0.02001
3238.33333,-0.02001
3237.62535,-0.02001
3236.91736,-0.02001
3236.20937,-0.02
3235.50138,-0.02
3234.7934,-0.01999
3234.08541,-0.01998
3233.37742,-0.01997
3232.66944,-0.01996
3231.96145,-0.01995
3231.25346,-0.01994
3230.54547,-0.01993
3229.83749,-0.01992
3229.1295,-0.0199
3228.42151,-0.01989
3227.71353,-0.01988
3227.00554,-0.01986
3226.29755,-0.01985
3225.58956,-0.01984
3224.88158,-0.01982
3224.17359,-0.01981
3223.4656,-0.0198
3222.75762,-0.01978
3222.04963,-0.01977
3221.34164,-0.01975
3220.63365,-0.01973
3219.92567,-0.01972
3219.21768,-0.0197
3218.50969,-0.01968
3217.80171,-0.01966
3217.09372,-0.01964
3216.38573,-0.01961
3215.67774,-0.01959
3214.96976,-0.01956
3214.26177,-0.01954
3213.55378,-0.01951
3212.84579,-0.01948
3212.13781,-0.01945
3211.42982,-0.01943
3210.72183,-0.0194
3210.01385,-0.01937
3209.30586,-0.01935
3208.59787,-0.01932
3207.88988,-0.0193
3207.1819,-0.01927
3206.47391,-0.01925
3205.76592,-0.01923
3205.05794,-0.01922
3204.34995,-0.0192
3203.64196,-0.01918
3202.93397,-0.01917
3202.22599,-0.01915
3201.518,-0.01914
3200.81001,-0.01912
3200.10203,-0.0191
3199.39404,-0.01908
3198.68605,-0.01906
3197.97806,-0.01904
3197.27008,-0.01902
3196.56209,-0.01899
3195.8541,-0.01897
3195.14612,-0.01894
3194.43813,-0.0189
3193.73014,-0.01887
3193.02215,-0.01883
3192.31417,-0.01879
3191.60618,-0.01875
3190.89819,-0.01871
3190.19021,-0.01867
3189.48222,-0.01862
3188.77423,-0.01857
3188.06624,-0.01852
3187.35826,-0.01847
3186.65027,-0.01842
3185.94228,-0.01836
3185.2343,-0.0183
3184.52631,-0.01824
3183.81832,-0.01818
3183.11033,-0.01812
3182.40235,-0.01806
3181.69436,-0.01799
3180.98637,-0.01792
3180.27838,-0.01786
3179.5704,-0.01779
3178.86241,-0.01772
3178.15442,-0.01765
3177.44644,-0.01758
3176.73845,-0.01751
3176.03046,-0.01744
3175.32247,-0.01736
3174.61449,-0.01729
3173.9065,-0.01722
